mode,prune,epoch,train_loss,train_acc,test_loss,test_acc,time
gru_prune,30,6,0.0,1.0,0.0,1.0,45.50065757499988
gru_prune,30,7,0.0,1.0,0.0,1.0,45.25211170400007
gru_prune,30,8,0.0,1.0,0.0,1.0,45.43098864700005
gru_prune,30,9,1.4901161193847656e-08,1.0,0.0,1.0,46.11385106700027
gru_prune,30,10,0.0,1.0,0.0,1.0,45.68776965200004
gru_prune,40,0,0.0,0.0,1.0132789611816406e-05,1.0,3.9990326120000645
gru_prune,40,1,0.5146621465682983,0.9999466666666667,5.960464477539062e-07,1.0,46.224209150000206
gru_prune,40,2,1.4156103134155273e-06,1.0,4.6193599700927734e-07,1.0,45.93441106099999
gru_prune,40,3,2.8461217880249023e-06,1.0,5.811452865600586e-07,1.0,45.879898771999706
gru_prune,40,4,8.195638656616211e-07,1.0,4.6193599700927734e-07,1.0,45.71579440400001
gru_prune,40,5,8.046627044677734e-07,1.0,3.427267074584961e-07,1.0,45.735199696000564
gru_prune,40,6,8.940696716308594e-07,1.0,5.960464477539062e-07,1.0,45.704700782000145
gru_prune,40,7,9.685754776000977e-07,1.0,3.427267074584961e-07,1.0,45.38836719900064
gru_prune,40,8,6.258487701416016e-07,1.0,5.885958671569824e-06,1.0,45.737423218
gru_prune,40,9,6.407499313354492e-07,1.0,3.725290298461914e-07,1.0,45.57492982900021
gru_prune,40,10,1.1473894119262695e-06,1.0,3.427267074584961e-07,1.0,45.594245090000186
gru_prune,50,0,0.0,0.0,0.004787519574165344,1.0,4.0101436320001085
gru_prune,50,1,0.45313684095939166,0.9999466666666667,1.9818544387817383e-06,1.0,45.507686208999985
gru_prune,50,2,4.173318545852567e-06,1.0,1.746416092629488e-06,1.0,46.04613445399991
gru_prune,50,3,3.904104232788086e-06,1.0,1.519918441772461e-06,1.0,46.040690355999686
gru_prune,50,4,3.084540367126465e-06,1.0,1.3291835792017537e-06,1.0,45.838044793000336
gru_prune,50,5,2.3245811462402344e-06,1.0,1.2218952178955078e-06,1.0,46.58007942099994
gru_prune,50,6,2.1904706954956055e-06,1.0,8.940696716308594e-07,1.0,45.98973376499998
gru_prune,50,7,1.6689300537109375e-06,1.0,8.195638656616211e-07,1.0,45.859696884000186
gru_prune,50,8,1.296401023864746e-06,1.0,4.3213367462158203e-07,1.0,45.634474698000304
gru_prune,50,9,1.087784767150879e-06,1.0,5.096197135401326e-07,1.0,45.82808077899972
gru_prune,50,10,1.0281801223754883e-06,1.0,3.129243850708008e-07,1.0,45.784184586000265
gru_prune,60,0,0.0,0.0,0.10201811790466309,0.99984,4.024107137999636
gru_prune,60,1,0.5301144123077393,0.9999466666666667,5.811452865600586e-07,1.0,45.726721746000294
gru_prune,60,2,3.5762786865234375e-07,1.0,5.364418029785156e-07,1.0,46.10607919500035
gru_prune,60,3,4.023313522338867e-07,1.0,5.811452865600586e-07,1.0,45.7880541200002
gru_prune,60,4,4.470348358154297e-07,1.0,5.960464477539062e-07,1.0,46.65470035199996
gru_prune,60,5,7.301568984985352e-07,1.0,1.4901161193847656e-07,1.0,46.760639211000125
gru_prune,60,6,6.556510925292969e-07,1.0,5.513429641723633e-07,1.0,46.3246495150006
gru_prune,60,7,2.682209014892578e-07,1.0,1.341104507446289e-07,1.0,46.121037581000564
gru_prune,60,8,0.66943458964397,0.9997866666666667,0.05718887187549626,0.99984,46.01417717299955
gru_prune,60,9,0.2735884716112196,0.9998933333333333,0.0022326573725877097,1.0,47.10760659500011
gru_prune,60,10,0.00449006209782965,1.0,0.0010618984697430278,1.0,47.49820441999964
gru_prune,70,0,0.0,0.0,2.44520379398017,0.99776,4.217682912999408
gru_prune,70,1,0.13204889471332315,0.9999466666666667,0.00016904920339655405,1.0,47.72957468700042
gru_prune,70,2,0.00019691884517669678,1.0,1.5154480934143066e-05,1.0,47.605264464000356
gru_prune,70,3,5.6343774019751436e-05,1.0,2.1733343601226807e-05,1.0,47.454076218999944
gru_prune,70,4,0.000563204288482666,1.0,4.6193599700927734e-07,1.0,48.31000414400023
gru_prune,70,5,9.08970832824707e-07,1.0,2.086162567138672e-06,1.0,49.37553352699979
gru_prune,70,6,6.556510925292969e-07,1.0,1.296401023864746e-06,1.0,49.37486445600007
gru_prune,70,7,4.187226295471191e-06,1.0,8.940696716308594e-07,1.0,49.757279571000254
gru_prune,70,8,3.56137752532959e-06,1.0,2.5331974029541016e-07,1.0,49.908278992000305
gru_prune,70,9,9.685754776000977e-07,1.0,7.748603820800781e-07,1.0,49.760020824000094
gru_prune,70,10,5.364418029785156e-07,1.0,6.407499313354492e-07,1.0,49.97125574299935
gru_prune,80,0,0.0,0.0,6.1695334408432245,0.9936,4.335335101000055
gru_prune,80,1,0.26625551146753423,0.9998933333333333,0.0017585366963430715,1.0,48.76085480799975
gru_prune,80,2,0.003839175403072659,1.0,0.0008342683315163413,1.0,48.66938118999951
gru_prune,80,3,0.0016865015030020913,1.0,0.0004333958029292262,1.0,48.50176470999941
gru_prune,80,4,0.0009313215811914688,1.0,0.00024452507477690233,1.0,48.44958431900068
gru_prune,80,5,0.0005225633581460443,1.0,0.00015455782414619534,1.0,47.452267535999454
gru_prune,80,6,0.00029571453730348196,1.0,0.00011541843414875075,1.0,47.044631495999965
gru_prune,80,7,0.00018370250860932913,1.0,5.360245704721933e-05,1.0,46.91379128799963
gru_prune,80,8,0.00016845762729644775,1.0,3.37690114982081e-05,1.0,46.99929876100032
gru_prune,80,9,7.696549097779837e-05,1.0,2.8789043426513672e-05,1.0,46.27938654599984
gru_prune,80,10,5.2691499393020536e-05,1.0,1.8730759620666504e-05,1.0,45.74607383500006
gru_prune,90,0,0.0,0.0,323.70261186361313,0.5512,4.086651607999556
gru_prune,90,1,12.211271549633238,0.9941333333333333,0.10871831476106308,1.0,45.942726765999396
gru_prune,90,2,0.14871559012681246,1.0,0.022229086607694626,1.0,45.824791414000174
gru_prune,90,3,0.03940759549550421,1.0,0.009051072596776066,1.0,45.67990267300047
gru_prune,90,4,0.016160004337507416,1.0,0.006822578608989716,1.0,46.108915177999734
gru_prune,90,5,0.010310988376431851,1.0,0.0059618655591293646,1.0,45.74716876000002
gru_prune,90,6,0.006920314083458834,1.0,0.001869188249202125,1.0,45.73307239799942
gru_prune,90,7,0.0033610830704446926,1.0,0.001251417398407284,1.0,45.8110302569994
gru_prune,90,8,0.002135830620886736,1.0,0.0010166406632379221,1.0,45.4633086419999
gru_prune,90,9,0.001472917695821252,1.0,0.0007138207554362452,1.0,45.8690303960002
gru_prune,90,10,0.0013147036234499865,1.0,0.00034936219452674777,1.0,45.54422580500068
gru_prune,100,0,0.0,0.0,135.84976875782013,0.50576,4.022960330999922
gru_prune,100,1,406.70681685209274,0.49456,135.87999618053436,0.50576,45.91394001700064
gru_prune,100,2,406.53745490312576,0.5042666666666666,136.5381257534027,0.49424,45.59219895499973
gru_prune,100,3,406.33461332321167,0.5008533333333334,136.73066264390945,0.49424,45.66725543800021
gru_prune,100,4,406.4817686676979,0.49882666666666664,135.87933832406998,0.49424,46.50953651300006
gru_prune,100,5,406.4689700603485,0.49477333333333334,136.15919983386993,0.49424,45.51214058700043
gru_prune,100,6,406.50419384241104,0.4995733333333333,135.86912709474564,0.49424,46.0043841429997
gru_prune,100,7,406.44878113269806,0.4978666666666667,135.91086852550507,0.49424,45.68154363799931
gru_prune,100,8,406.4290409684181,0.49989333333333336,136.14062625169754,0.50576,46.03234879299998
gru_prune,100,9,406.4734544157982,0.49946666666666667,135.844032227993,0.50576,45.97416390499984
gru_prune,100,10,406.40289729833603,0.5008533333333334,136.03255462646484,0.49424,45.56054873800076
gru_prune_i2h,10,0,0.0,0.0,4.351139075708943e-07,1.0,4.079486897000606
gru_prune_i2h,10,1,1.4901161193847656e-08,1.0,0.0,1.0,45.8628959459993
gru_prune_i2h,10,2,0.0,1.0,0.0,1.0,45.49787214299977
gru_prune_i2h,10,3,0.0,1.0,0.0,1.0,45.7702252830004
gru_prune_i2h,10,4,0.0,1.0,0.0,1.0,45.505573484000706
gru_prune_i2h,10,5,0.0,1.0,0.0,1.0,45.739532155000234
gru_prune_i2h,10,6,0.0,1.0,0.0,1.0,45.31132624200018
gru_prune_i2h,10,7,0.0,1.0,0.0,1.0,45.59970544499993
gru_prune_i2h,10,8,0.0,1.0,0.0,1.0,45.53550367999924
gru_prune_i2h,10,9,0.0,1.0,0.0,1.0,45.387386573000185
gru_prune_i2h,10,10,0.0,1.0,0.0,1.0,45.64658397900075
gru_prune_i2h,20,0,0.0,0.0,4.76837158203125e-07,1.0,4.005411066999841
gru_prune_i2h,20,1,4.470348358154297e-08,1.0,0.0,1.0,45.74757893199967
gru_prune_i2h,20,2,0.0,1.0,0.0,1.0,45.869727292999414
gru_prune_i2h,20,3,0.0,1.0,0.0,1.0,45.46205339900007
gru_prune_i2h,20,4,0.0,1.0,0.0,1.0,45.663210037999306
gru_prune_i2h,20,5,0.0,1.0,0.0,1.0,45.69430683200062
gru_prune_i2h,20,6,0.0,1.0,0.0,1.0,45.348486267000226
gru_prune_i2h,20,7,0.0,1.0,0.0,1.0,45.786702993999825
gru_prune_i2h,20,8,0.0,1.0,0.0,1.0,45.86714126299921
gru_prune_i2h,20,9,0.0,1.0,0.0,1.0,45.6082343500002
gru_prune_i2h,20,10,0.0,1.0,0.0,1.0,45.45923197400043
gru_prune_i2h,30,0,0.0,0.0,2.115964889526367e-06,1.0,4.107345313999758
gru_prune_i2h,30,1,4.470348358154297e-08,1.0,0.0,1.0,45.50739366000107
gru_prune_i2h,30,2,0.0,1.0,0.0,1.0,45.58968473499954
gru_prune_i2h,30,3,0.0,1.0,0.0,1.0,45.626534142998935
gru_prune_i2h,30,4,0.0,1.0,0.0,1.0,45.71872954899845
gru_prune_i2h,30,5,0.0,1.0,0.0,1.0,45.873948271999325
gru_prune_i2h,30,6,0.0,1.0,0.0,1.0,45.595606958000644
gru_prune_i2h,30,7,0.0,1.0,0.0,1.0,45.5933987669996
gru_prune_i2h,30,8,0.0,1.0,0.0,1.0,45.62869386300008
gru_prune_i2h,30,9,0.0,1.0,0.0,1.0,45.560121766999146
gru_prune_i2h,30,10,0.0,1.0,0.0,1.0,45.522408513999835
gru_prune_i2h,40,0,0.0,0.0,3.829598426818848e-06,1.0,3.989224627999647
gru_prune_i2h,40,1,2.9802322387695312e-08,1.0,0.0,1.0,45.76558646000012
gru_prune_i2h,40,2,1.4901161193847656e-08,1.0,0.0,1.0,45.65396764199977
gru_prune_i2h,40,3,0.0,1.0,0.0,1.0,45.53650357399965
gru_prune_i2h,40,4,0.0,1.0,0.0,1.0,45.65398384499895
gru_prune_i2h,40,5,0.0,1.0,0.0,1.0,45.68411049600036
gru_prune_i2h,40,6,0.0,1.0,0.0,1.0,45.52052184400054
gru_prune_i2h,40,7,0.0,1.0,0.0,1.0,45.49577453799975
gru_prune_i2h,40,8,0.0,1.0,0.0,1.0,45.8096431799986
gru_prune_i2h,40,9,0.0,1.0,0.0,1.0,45.51563813299981
gru_prune_i2h,40,10,0.0,1.0,0.0,1.0,45.69123805599884
gru_prune_i2h,50,0,0.0,0.0,8.866190910339355e-06,1.0,4.036241180001525
gru_prune_i2h,50,1,0.46327726542949677,0.9999466666666667,7.748603820800781e-07,1.0,45.79754756500006
gru_prune_i2h,50,2,1.7136335372924805e-06,1.0,1.7434358596801758e-06,1.0,45.59798872899955
gru_prune_i2h,50,3,1.2069940567016602e-06,1.0,1.6838312149047852e-06,1.0,45.44952750599987
gru_prune_i2h,50,4,1.1026859283447266e-06,1.0,5.21540641784668e-07,1.0,45.50067010000021
gru_prune_i2h,50,5,9.685754776000977e-07,1.0,1.9222497940063477e-06,1.0,45.8104049199992
gru_prune_i2h,50,6,1.773238182067871e-06,1.0,3.254413513786858e-06,1.0,45.549163264000526
gru_prune_i2h,50,7,1.043081283569336e-06,1.0,4.76837158203125e-07,1.0,45.6604885910001
gru_prune_i2h,50,8,2.2202730178833008e-06,1.0,4.470348358154297e-07,1.0,45.3607539780005
gru_prune_i2h,50,9,8.791685104370117e-07,1.0,8.344650268554688e-07,1.0,45.74826095299977
gru_prune_i2h,50,10,6.705522537231445e-07,1.0,8.493661880493164e-07,1.0,45.550505754999904
gru_prune_i2h,60,0,0.0,0.0,7.832050323486328e-05,1.0,4.067506351000702
gru_prune_i2h,60,1,2.5331974029541016e-07,1.0,0.0,1.0,45.4739899289998
gru_prune_i2h,60,2,0.0,1.0,0.0,1.0,46.029898183000114
gru_prune_i2h,60,3,0.0,1.0,0.0,1.0,45.422118024000156
gru_prune_i2h,60,4,0.0,1.0,0.0,1.0,45.87708153800122
gru_prune_i2h,60,5,0.0,1.0,4.5490265620173886e-05,1.0,45.87054756699945
gru_prune_i2h,60,6,0.0,1.0,0.0,1.0,45.566461602000345
gru_prune_i2h,60,7,0.0,1.0,0.0,1.0,45.620062740999856
gru_prune_i2h,60,8,0.0,1.0,0.0,1.0,45.273093048999726
gru_prune_i2h,60,9,0.0,1.0,0.0,1.0,45.97089516000051
gru_prune_i2h,60,10,0.0,1.0,0.0,1.0,45.48541879699951
gru_prune_i2h,70,0,0.0,0.0,0.28276967778802486,0.99952,4.000011665999409
gru_prune_i2h,70,1,1.2256205081939697e-05,1.0,2.9802322387695312e-08,1.0,45.657653505999406
gru_prune_i2h,70,2,0.0,1.0,5.960464477539063e-08,1.0,45.484285294000074
gru_prune_i2h,70,3,0.0,1.0,0.0,1.0,45.52409356499993
gru_prune_i2h,70,4,1.7723208911716029,0.99968,0.0005276650190353394,1.0,45.46577405000062
gru_prune_i2h,70,5,0.001327806711174162,1.0,0.0003781497480304097,1.0,45.7842950459999
gru_prune_i2h,70,6,0.0009628246227748605,1.0,0.0002738386392593384,1.0,45.52903261099891
gru_prune_i2h,70,7,0.0007322728633880615,1.0,0.000222721695877226,1.0,45.593878727999254
gru_prune_i2h,70,8,0.0005695432424772662,1.0,0.00015408396723159967,1.0,45.85884849300055
gru_prune_i2h,70,9,0.0003804842630756866,1.0,9.998977185432523e-05,1.0,45.53025339599844
gru_prune_i2h,70,10,0.00026303231716440223,1.0,7.482171059791654e-05,1.0,45.890759230000185
gru_prune_i2h,80,0,0.0,0.0,4.537648806348443,0.9968,4.031697967999207
gru_prune_i2h,80,1,0.1297699689865226,0.9999466666666667,0.00013756155965438666,1.0,46.2828882699996
gru_prune_i2h,80,2,0.0003233750661308932,1.0,7.005631923107103e-05,1.0,46.10729828699914
gru_prune_i2h,80,3,0.00016781290372591684,1.0,5.729794503395169e-05,1.0,46.24637242999961
gru_prune_i2h,80,4,0.00012064079443696585,1.0,1.9270181656594332e-05,1.0,45.90484725399983
gru_prune_i2h,80,5,2.4452805519104004e-05,1.0,4.932284355163574e-06,1.0,46.09325280599842
gru_prune_i2h,80,6,9.19600327975445e-06,1.0,3.2633543014526367e-06,1.0,46.40952560400001
gru_prune_i2h,80,7,5.930662155151367e-06,1.0,2.9653310775756836e-06,1.0,45.99733660600032
gru_prune_i2h,80,8,3.889203071594238e-06,1.0,1.5050172805786133e-06,1.0,46.30886309900052
gru_prune_i2h,80,9,3.3527612686157227e-06,1.0,1.3709068298339844e-06,1.0,46.2521044719997
gru_prune_i2h,80,10,1.4007091522216797e-06,1.0,8.940696716308594e-07,1.0,46.20030575900091
gru_prune_i2h,90,0,0.0,0.0,247.8426824361086,0.876,4.028681928999504
gru_prune_i2h,90,1,4.92299140927571,0.99904,0.012352031470072689,1.0,46.074839291999524
gru_prune_i2h,90,2,0.02085975731461076,1.0,0.004937057197821559,1.0,46.0697371440001
gru_prune_i2h,90,3,0.007167012989157229,1.0,0.0028476998213591287,1.0,46.11915595299979
gru_prune_i2h,90,4,0.0039773290354787605,1.0,0.0010137587787539815,1.0,46.11717970100108
gru_prune_i2h,90,5,0.0025113051135576825,1.0,0.0006509929894491506,1.0,46.30610071599949
gru_prune_i2h,90,6,0.00172775387773072,1.0,0.00044794976702178246,1.0,45.853327115000866
gru_prune_i2h,90,7,0.0016423553228150922,1.0,0.0009689196944009382,1.0,45.543633690000206
gru_prune_i2h,90,8,0.0008250941832557146,1.0,0.00022796094413024548,1.0,45.526134545001696
gru_prune_i2h,90,9,0.0005847161015140045,1.0,0.0002796351909637451,1.0,45.553667977999794
gru_prune_i2h,90,10,0.000345766544342041,1.0,0.0001017630100363931,1.0,45.43055740700038
gru_prune_i2h,100,0,0.0,0.0,138.02447646856308,0.50576,4.062241494999398
gru_prune_i2h,100,1,406.74992829561234,0.5011733333333334,135.93758380413055,0.49424,45.259486414001
gru_prune_i2h,100,2,406.64635294675827,0.49466666666666664,135.92738008499146,0.49424,45.70988835699973
gru_prune_i2h,100,3,406.5806851387024,0.49328,135.92116874456406,0.49424,45.478116029000375
gru_prune_i2h,100,4,406.3114446401596,0.5061866666666667,135.92138928174973,0.49424,45.39763379899887
gru_prune_i2h,100,5,406.36396062374115,0.4952,135.90857362747192,0.49424,45.42359089599995
gru_prune_i2h,100,6,406.3029096722603,0.5017066666666666,135.85130029916763,0.50576,45.69698918599897
gru_prune_i2h,100,7,406.3229667544365,0.4966933333333333,135.8805992603302,0.49424,45.495891197000674
gru_prune_i2h,100,8,406.3163821697235,0.5005333333333334,135.88540971279144,0.49424,45.64150896799947
gru_prune_i2h,100,9,406.328753054142,0.49808,135.84873759746552,0.50576,45.88819826800136
gru_prune_i2h,100,10,406.3131864666939,0.49861333333333335,135.84823179244995,0.50576,45.43075053400025
gru_prune_h2h,10,0,0.0,0.0,4.3213367462158203e-07,1.0,4.012018449000607
gru_prune_h2h,10,1,2.9802322387695312e-08,1.0,0.0,1.0,45.56779910499972
gru_prune_h2h,10,2,0.0,1.0,0.0,1.0,45.53221133800071
gru_prune_h2h,10,3,0.0,1.0,0.0,1.0,45.784732465999696
gru_prune_h2h,10,4,0.0,1.0,0.0,1.0,46.07074927999929
gru_prune_h2h,10,5,0.0,1.0,0.0,1.0,45.62414343099954
gru_prune_h2h,10,6,0.0,1.0,0.0,1.0,46.09075157999905
gru_prune_h2h,10,7,0.0,1.0,0.0,1.0,45.88625146400045
gru_prune_h2h,10,8,0.0,1.0,0.0,1.0,45.84984165899914
gru_prune_h2h,10,9,0.0,1.0,0.0,1.0,45.77480334000029
gru_prune_h2h,10,10,0.0,1.0,0.0,1.0,45.62615718699999
gru_prune_h2h,20,0,0.0,0.0,3.546476364135742e-06,1.0,4.042031111999677
gru_prune_h2h,20,1,1.4901161193847656e-08,1.0,0.0,1.0,45.92461009700128
gru_prune_h2h,20,2,0.0,1.0,0.0,1.0,46.12444416799917
gru_prune_h2h,20,3,0.0,1.0,0.0,1.0,45.91219283499959
gru_prune_h2h,20,4,0.0,1.0,0.0,1.0,45.606383434000236
gru_prune_h2h,20,5,0.0,1.0,0.0,1.0,45.846473655999944
gru_prune_h2h,20,6,0.0,1.0,0.0,1.0,45.620295213000645
gru_prune_h2h,20,7,0.0,1.0,0.0,1.0,45.643563593999716
gru_prune_h2h,20,8,0.0,1.0,0.0,1.0,45.43188241199823
gru_prune_h2h,20,9,0.0,1.0,0.0,1.0,45.60210190399994
gru_prune_h2h,20,10,0.0,1.0,0.0,1.0,45.62100213600024
gru_prune_h2h,30,0,0.0,0.0,0.42176151275634766,0.99984,4.005582335999861
gru_prune_h2h,30,1,7.450580596923828e-08,1.0,0.0,1.0,45.46240416100045
gru_prune_h2h,30,2,0.0,1.0,0.0,1.0,45.614472887000375
gru_prune_h2h,30,3,0.0,1.0,0.0,1.0,46.049038310999094
gru_prune_h2h,30,4,0.0,1.0,0.0,1.0,45.767308589000095
gru_prune_h2h,30,5,0.0,1.0,0.0,1.0,45.79312011299953
gru_prune_h2h,30,6,0.0,1.0,0.0,1.0,46.04874364100033
gru_prune_h2h,30,7,0.0,1.0,0.0,1.0,45.71644597100021
gru_prune_h2h,30,8,0.0,1.0,0.0,1.0,45.829811780000455
gru_prune_h2h,30,9,0.0,1.0,0.0,1.0,46.097040958000434
gru_prune_h2h,30,10,0.0,1.0,0.0,1.0,46.07375693500035
gru_prune_h2h,40,0,0.0,0.0,0.47226834297180176,0.99984,4.102654292000807
gru_prune_h2h,40,1,0.13889352977275848,0.9998933333333333,2.9802322387695312e-08,1.0,45.94199945100081
gru_prune_h2h,40,2,1.1920928955078125e-07,1.0,4.470348358154297e-08,1.0,45.957702943000186
gru_prune_h2h,40,3,1.6391277313232422e-07,1.0,2.9802322387695312e-08,1.0,45.910124374999214
gru_prune_h2h,40,4,2.384185791015625e-07,1.0,1.4901161193847656e-08,1.0,45.87542504300109
gru_prune_h2h,40,5,4.76837158203125e-06,1.0,1.4901161193847656e-08,1.0,45.86292501800017
gru_prune_h2h,40,6,1.4901161193847656e-07,1.0,4.470348358154297e-08,1.0,45.891004937000616
gru_prune_h2h,40,7,2.5331974029541016e-07,1.0,1.4901161193847656e-08,1.0,45.90960718600036
gru_prune_h2h,40,8,1.341104507446289e-07,1.0,4.470348358154297e-08,1.0,45.592414754000856
gru_prune_h2h,40,9,1.6391277313232422e-07,1.0,1.4901161193847656e-08,1.0,46.04362495100031
gru_prune_h2h,40,10,1.6391277313232422e-07,1.0,2.9802322387695312e-08,1.0,45.79138959000011
gru_prune_h2h,50,0,0.0,0.0,0.46478256583213806,0.99984,4.053219360999719
gru_prune_h2h,50,1,1.1920928955078125e-07,1.0,0.0,1.0,45.84963501200036
